file_name,timestamp,available_autogenerated_transcription,annotation_title,annotation_url
20121023_third_presidential_debate.csv,20121023,False,,
20150805_GOP_cleveland.csv,20150805,True,Part 1 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=GzPIbX1pzDg
20150805_GOP_cleveland.csv,20150805,True,Part 2 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=6eGK4dg1IVY
20150805_GOP_cleveland.csv,20150805,True,Part 3 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=Uaujjp3JKGY
20150805_GOP_cleveland.csv,20150805,True,Part 4 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=aFkPHp9BR2o
20150805_GOP_cleveland.csv,20150805,True,Part 5 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=0oSFZr3udNM
20150805_GOP_cleveland.csv,20150805,True,Part 6 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=VeS9oKNzgMQ
20150805_GOP_cleveland.csv,20150805,True,Part 7 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=SGKaluT4d5A 
20151013_democrats_las_vegas.csv,20151013,False,,
20151028_GOP_boulder.csv,20151028,False,,
20151110_GOP_milwuakee.csv,20151110,False,,
20160112_Obama_state_of_the_union.csv,20160112,True,2016 State of the Union Address,https://www.youtube.com/watch?v=cCXSO-3mt5I
20160112_rick_scott_state_of_the_state.csv,20160112,True,rick scott state of the state,https://postonpolitics.blog.palmbeachpost.com/2016/01/12/read-gov-rick-scotts-2016-state-of-the-state-address/
20160115_GOP_charleston.csv,20160115,False,,
20160117_democrats_charleston.csv,20160117,True,NBC News-YouTube Democratic Debate,https://www.youtube.com/watch?v=ti2Nokoq1J4
20160204_democrats_new_hampshire.csv,20160204,True,democrats new hampshire,https://www.rev.com/blog/transcripts/new-hampshire-democratic-debate-transcript
20160211_democrats_milwuakee.csv,20160211,True,(2/11/2016) PBS Democratic Presidential Debate,https://www.youtube.com/watch?v=oRwLsNpI7OM 
20160213_GOP_greenville.csv,20160213,False,,
20160225_GOP_texas.csv,20160225,False,,
20160303_GOP_michigan.csv,20160303,True,Part 1 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=GzPIbX1pzDg    
20160303_GOP_michigan.csv,20160303,True,Part 2 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=6eGK4dg1IVY
20160303_GOP_michigan.csv,20160303,True,Part 3 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=Uaujjp3JKGY
20160303_GOP_michigan.csv,20160303,True,Part 4 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=aFkPHp9BR2o
20160303_GOP_michigan.csv,20160303,True,Part 5 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=0oSFZr3udNM
20160303_GOP_michigan.csv,20160303,True,Part 6 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=VeS9oKNzgMQ
20160303_GOP_michigan.csv,20160303,True,Part 7 of the Fox News GOP presidential debate in Detroit,https://www.youtube.com/watch?v=SGKaluT4d5A
20160307_democrats_flint.csv,20160307,True,CNN Flint MI Democratic Debate 2016 03 06 Eng Subs,https://www.youtube.com/watch?v=sacoa10l-DY
20160309_democrats_miami.csv,20160309,True,Florida Democratic Debate presented by Univision & The Washington Post,https://www.youtube.com/watch?v=OqgTFA1HnUM
20160311_GOP_miami.csv,20160311,True,Republican Presidential Debate In Miami (part.1),https://www.youtube.com/watch?v=-SIVCOwnnDI
20160311_GOP_miami.csv,20160311,True,Republican Presidential Debate In Miami (part.2),https://www.youtube.com/watch?v=o5TvjO9Ljec
20160329_kasich_milwuakee.csv,20160329,False,,
20160331_Cruz_Miluakee.csv,20160331,False,,
20160401_Trump_Milwaukee.csv,20160401,True,Forum: CNN Town Hall With Donald Trump - Milwaukee WI - March 29 2016,https://www.youtube.com/watch?v=Mtv3L5eBVmw
20160404_Hillary_meet_the_press.csv,20160404,False,,
20160415_NY_democratic_debate.csv,20160415,True,Bernie Sanders Highlights at Democratic Debate in Brooklyn New York Apr 14 2016,https://www.youtube.com/watch?v=NQTOUujWjek
20160417_meet_the_press.csv,20160417,False,,
20160424_meet_the_press.csv,20160424,False,,
20160501_Cruz_meet_the_press.csv,20160501,False,,
20160508_Trump_meet_the_press.csv,20160508,False,,
20160520_Hillary_lying_for_13_minutes_video.csv,20160520,True,Hillary Clinton lying for 13 minutes straight,https://www.youtube.com/watch?v=-dY77j6uBHI
20160522_Hillary_meet_the_press.csv,20160522,True,Hillary Clinton On Emails(Full Interview),https://www.youtube.com/watch?v=I9E9-lZ456A
20160529_Sanders_MeetThePress.csv,20160529,False,,
20160622_Trump_NY_Soho.csv,20160622,True,Donald Trump in New York,https://www.youtube.com/watch?v=-oD-7TjHNsU
20160721_Trump_draft_RNC.csv,20160721,True,Donald Trump's entire Republican convention speech,https://www.youtube.com/watch?v=Fs0pZ_GrTy8
20160901_Trump_immigration_Phoenix.csv,20160901,False,,
20160907_NBC_commander_in_chief_forum.csv,20160907,True,Donald Trump Participates in Commander-In-Chief Forum,https://www.youtube.com/watch?v=-yNVAx68FB0
20160926_1pres.csv,20160926,True,The First Presidential Debate: Hillary Clinton And Donald Trump (Full Debate),https://www.youtube.com/watch?v=855Am6ovK7s
20161005_vice_pres.csv,20161005,True,The Vice-Presidential Debate: Tim Kaine And Mike Pence,https://www.youtube.com/watch?v=mVXqNcW_-HA
20161010_2pres.csv,20161010,True,Watch Live: The 2nd Presidential Debate,https://www.youtube.com/watch?v=ooShpws3Dik
20161019_3pres.csv,20161019,True,Watch the Final Clinton-Trump Debate (Full Debate - 10/19/16),https://www.youtube.com/watch?v=6ru6uvTq39I
20170111_Trump_press_conference.csv,20170111,True,Watch Live: Donald Trump holds his first press conference as President-elect,https://www.youtube.com/watch?v=0l4bQYZcaQk
20170120_Trump_inauguration.csv,20170120,True,The Presidential Inauguration on CBSN,https://www.youtube.com/watch?v=Z7hET4Xp0qQ
20170126_Trump_ABC.csv,20170126,False,,
20170205_Trump_Oreilly.csv,20170205,False,,
20170207_Sanders_Cruz_healthcare_debate.csv,20170207,True,Sen. Cruz and Sen. Sanders Debate Tax Reform on CNN - October 18 2017,https://www.youtube.com/watch?v=izKL_3tmpM0
20170216_Trump_press_conference.csv,20170216,True,President Trump Holds a Press Conference,https://www.youtube.com/watch?v=Ct0H_ndjavM
20170218_Trump_Florida.csv,20170218,False,,
20170224_Tump_CPAC.csv,20170224,False,,
20170228_Trump_Congress_joint_session.csv,20170228,False,,
20170315_Trump_Nashville.csv,20170315,True,Donald Trump Rally in Nashville TN,https://www.youtube.com/watch?v=JNS-CDL80Xo
20170323_Trump_Times_Interview.csv,20170323,False,,
20170404_Trump_CEO_TownHall.csv,20170404,True,President Trump Hosts a CEO Town Hall on the American Business Climate,https://www.youtube.com/watch?v=8eGlB7XAE5Q
20170424_Trump_AP_interview.csv,20170424,False,,
20170430_Trump_CBS_FactTheNation.csv,20170430,False,,
20170512_Trump_NBC_holt_interview.csv,20170512,False,,
20170601_Trump_Paris_Climate.csv,20170601,True,President Trump Announces Decision To Withdraw From Paris Climate Accord,https://www.youtube.com/watch?v=HadqmiuO7dA
20170713_Trump_Roberston_interview.csv,20170713,True,Pat Robertson's Exclusive Interview with Donald Trump,https://www.youtube.com/watch?v=I0X4epmPrck
20170724_Trump_Healthcare.csv,20170724,True,Live Stream: President Trump Healthcare Speech 7/24/17,https://www.youtube.com/watch?v=5Mh7dN_h0Ok
20170728_Trump_NY_Police.csv,20170728,True,President Trump Gives Remarks on MS-13 to Federal State and Local Law Enforcement,https://www.youtube.com/watch?v=BFmTMbWluWY
20170803_Trump_WV.csv,20170803,True,President Trump Holds West Virginia Rally,https://www.youtube.com/watch?v=8-YMd3gDClE
20170822_Trump_phoenix.csv,20170822,True,President Trump's full rally in Phoenix,https://www.youtube.com/watch?v=pfTvvLObtSc
20170919_Trump_UNGA.csv,20170919,True,President Donald Trump Addresses the UN General Assembly,https://www.youtube.com/watch?v=YNOODD0wxZg
20170920_JimmyKimmel_GrahamCassidy_Bill.csv,20170920,True,"Jimmy Kimmel Fights Back Against Bill Cassidy, Lindsey Graham & Chris Christie",https://www.youtube.com/watch?v=wB5Hek7Z2b8
20171003_Jimmy_Kimmel_LasVegas_Shooting.csv,20171003,True,Jimmy Kimmel on Mass Shooting in Las Vegas,https://www.youtube.com/watch?v=ruYeBXudsds
20180412_Zuckerburgh_Confession.csv,20180412,True,Facebook CEO Mark Zuckerberg Delivers Opening Statement At Senate Hearing,https://www.youtube.com/watch?v=UofMQ8EGmSc
20180426_Trump_Fox_Friends.csv,20180426,True,Full interview: Trump calls in to Fox & Friends,https://www.youtube.com/watch?v=rx5hA9G_bac
20180504_Trump_NRA.csv,20180504,True,Donald Trump's full speech at NRA annual convention,https://www.youtube.com/watch?v=ZWHmP2dEq2k
20180525_Trump_Naval.csv,20180525,True,President Donald Trump Speaks At Naval Academy Graduation,https://www.youtube.com/watch?v=gGYGHeLjHsQ
20180612_Trump_Singapore.csv,20180612,True,President Donald Trump's full Singapore press conference after historic North Korea summit,https://www.youtube.com/watch?v=1sGxi8Yv_vQ
20180615_Trump_lawn.csv,20180615,False,,
20180628_Trump_NorthDakota.csv,20180628,True,Watch Live: President Trump campaigns at rally in North Carolina,https://www.youtube.com/watch?v=yXDMeXLjTOI
20180712_Trump_NATO.csv,20180712,True,President Trump speech at NATO summit Brussels Belgium. July 12 2018,https://www.youtube.com/watch?v=2rzYo_POpys
20180731_Trump_Tampa.csv,20180731,True,President Trump Holds Rally in Tampa,https://www.youtube.com/watch?v=9d1_suLx5p0
20180821_Trump_Charleston.csv,20180821,True,President Trump Holds Make America Great Again Rally,https://www.youtube.com/watch?v=g-dlmJf69GY
20181015_60_min.csv,20181015,False,,
20181018_california_senate.csv,20181018,True,Califonia U.S. Senate Debate,https://www.youtube.com/watch?v=03PlS2np2wA
20181018_Hawley_McCaskil.csv,20181018,True,The Missouri 2018 Senate Debate Republican Josh Hawley and Democrat Claire McCaskill,https://www.youtube.com/watch?v=B61JWZWDUm8
20181021_DeSantis_Gillum.csv,20181021,True,Florida Gubernatorial Debate Ron DeSantis vs Andrew Gillum,https://www.youtube.com/watch?v=0Yck_OrbTvI
20181024_DeSantis_Gillum.csv,20181024,True,Florida Gubernatorial Debate Ron DeSantis vs Andrew Gillum 2,https://www.youtube.com/watch?v=9cqefZ13Ock
20181102_McCready_Harris.csv,20181102,True,President Donald Trump hosts MAGA rally today in Huntington,https://www.youtube.com/watch?v=zkxIEQec778
20181102_Trump_Huntington.csv,20181102,True,President Donald Trump hosts MAGA rally today in Huntington,https://www.youtube.com/watch?v=zkxIEQec778
20181112_trump_pelosi.csv,20181112,True,"Watch the full, on-camera shouting match between Trump",https://www.youtube.com/watch?v=6wm-NtMkqz8
20190304_Trump_CPAC.csv,20190304,True,President Trump Delivers Remarks at the CPAC,https://www.youtube.com/watch?v=xeAxdxAxdmU
20190619_Trump_Campain_Florida.csv,20190619,True,President Trump holds rally in Orlando Florida,https://www.youtube.com/watch?v=gqGIAKrCABQ
20190730_democratic_debate_Detroit_1.csv,20190730,True,FULL 2nd Democratic debate 30 July 2019 (Night 1),https://www.youtube.com/watch?v=neVtNFPTsiQ
20190731_democratic_debate_Detroit_2.csv,20190731,True,FULL 2nd Democratic debate 31 July 2019 (Night 2),https://www.youtube.com/watch?v=Z-Kkc7gpSlc
